id,insuranceType,companyName,gender,age,smoker,coverageType,coverageAmount,assetValue,vehicleYear,vehicleType,apartmentSizeSqm,apartmentFloor,city,addOns,monthlyPremiumNis,yearlyPremiumNis,deductibleNis,coverageSummary,score,dataSourceType,basedOn,isRealQuote,createdAt
car-male-30-01,car,Phoenix,male,30,,mandatory_only,,42000,2017,compact_used,,,Jerusalem,,175,2100,,mandatory only for a 2017 compact used,75,synthetic_calculator_sample,Simulated from official Israeli insurance calculator logic,false,2026-07-08T00:00:00.000Z
car-male-30-02,car,Harel,male,30,,third_party_mandatory,,76000,2019,family_sedan,,,Jerusalem,third_party_liability,338,4056,1150,third party mandatory for a 2019 family sedan,76,synthetic_calculator_sample,Simulated from official Israeli insurance calculator logic,false,2026-07-08T00:00:00.000Z
car-male-30-03,car,Direct Insurance,male,30,,comprehensive_mandatory,,128000,2022,family_sedan,,,Jerusalem,roadside_assistance;replacement_car,666,7992,1900,comprehensive mandatory for a 2022 family sedan,74,synthetic_calculator_sample,Simulated from official Israeli insurance calculator logic,false,2026-07-08T00:00:00.000Z
car-male-30-04,car,Clal,male,30,,comprehensive_mandatory,,190000,2024,electric_suv,,,Jerusalem,roadside_assistance;replacement_car;windshield_cover,787,9444,1950,comprehensive mandatory for a 2024 electric suv,77,synthetic_calculator_sample,Simulated from official Israeli insurance calculator logic,false,2026-07-08T00:00:00.000Z
car-male-30-05,car,Libra,male,30,,third_party_mandatory,,99000,2021,small_crossover,,,Jerusalem,third_party_liability;windshield_cover,296,3552,1250,third party mandatory for a 2021 small crossover,75,synthetic_calculator_sample,Simulated from official Israeli insurance calculator logic,false,2026-07-08T00:00:00.000Z
car-female-30-01,car,Migdal,female,30,,mandatory_only,,42000,2017,compact_used,,,Tel Aviv,,161,1932,,mandatory only for a 2017 compact used,73,synthetic_calculator_sample,Simulated from official Israeli insurance calculator logic,false,2026-07-08T00:00:00.000Z
car-female-30-02,car,Menora Mivtachim,female,30,,third_party_mandatory,,76000,2019,family_sedan,,,Tel Aviv,third_party_liability,331,3972,1200,third party mandatory for a 2019 family sedan,74,synthetic_calculator_sample,Simulated from official Israeli insurance calculator logic,false,2026-07-08T00:00:00.000Z
car-female-30-03,car,WeSure,female,30,,comprehensive_mandatory,,128000,2022,family_sedan,,,Tel Aviv,roadside_assistance;replacement_car,696,8352,1750,comprehensive mandatory for a 2022 family sedan,76,synthetic_calculator_sample,Simulated from official Israeli insurance calculator logic,false,2026-07-08T00:00:00.000Z
car-female-30-04,car,Ayalon,female,30,,comprehensive_mandatory,,190000,2024,electric_suv,,,Tel Aviv,roadside_assistance;replacement_car;windshield_cover,762,9144,2050,comprehensive mandatory for a 2024 electric suv,75,synthetic_calculator_sample,Simulated from official Israeli insurance calculator logic,false,2026-07-08T00:00:00.000Z
car-female-30-05,car,Shlomo Insurance,female,30,,third_party_mandatory,,99000,2021,small_crossover,,,Tel Aviv,third_party_liability;windshield_cover,286,3432,1350,third party mandatory for a 2021 small crossover,71,synthetic_calculator_sample,Simulated from official Israeli insurance calculator logic,false,2026-07-08T00:00:00.000Z
car-male-40-01,car,Harel,male,40,,mandatory_only,,42000,2017,compact_used,,,Haifa,,151,1812,,mandatory only for a 2017 compact used,75,synthetic_calculator_sample,Simulated from official Israeli insurance calculator logic,false,2026-07-08T00:00:00.000Z
car-male-40-02,car,Phoenix,male,40,,third_party_mandatory,,76000,2019,family_sedan,,,Haifa,third_party_liability,313,3756,1100,third party mandatory for a 2019 family sedan,76,synthetic_calculator_sample,Simulated from official Israeli insurance calculator logic,false,2026-07-08T00:00:00.000Z
car-male-40-03,car,Migdal,male,40,,comprehensive_mandatory,,128000,2022,family_sedan,,,Haifa,roadside_assistance;replacement_car,654,7848,1600,comprehensive mandatory for a 2022 family sedan,78,synthetic_calculator_sample,Simulated from official Israeli insurance calculator logic,false,2026-07-08T00:00:00.000Z
car-male-40-04,car,Clal,male,40,,comprehensive_mandatory,,190000,2024,electric_suv,,,Haifa,roadside_assistance;replacement_car;windshield_cover,702,8424,1950,comprehensive mandatory for a 2024 electric suv,77,synthetic_calculator_sample,Simulated from official Israeli insurance calculator logic,false,2026-07-08T00:00:00.000Z
car-male-40-05,car,Ayalon,male,40,,third_party_mandatory,,99000,2021,small_crossover,,,Haifa,third_party_liability;windshield_cover,270,3240,1250,third party mandatory for a 2021 small crossover,74,synthetic_calculator_sample,Simulated from official Israeli insurance calculator logic,false,2026-07-08T00:00:00.000Z
car-female-40-01,car,Menora Mivtachim,female,40,,mandatory_only,,42000,2017,compact_used,,,Jerusalem,,148,1776,,mandatory only for a 2017 compact used,72,synthetic_calculator_sample,Simulated from official Israeli insurance calculator logic,false,2026-07-08T00:00:00.000Z
car-female-40-02,car,Libra,female,40,,third_party_mandatory,,76000,2019,family_sedan,,,Jerusalem,third_party_liability,264,3168,1350,third party mandatory for a 2019 family sedan,73,synthetic_calculator_sample,Simulated from official Israeli insurance calculator logic,false,2026-07-08T00:00:00.000Z
car-female-40-03,car,Direct Insurance,female,40,,comprehensive_mandatory,,128000,2022,family_sedan,,,Jerusalem,roadside_assistance;replacement_car,595,7140,1900,comprehensive mandatory for a 2022 family sedan,74,synthetic_calculator_sample,Simulated from official Israeli insurance calculator logic,false,2026-07-08T00:00:00.000Z
car-female-40-04,car,WeSure,female,40,,comprehensive_mandatory,,190000,2024,electric_suv,,,Jerusalem,roadside_assistance;replacement_car;windshield_cover,688,8256,2000,comprehensive mandatory for a 2024 electric suv,77,synthetic_calculator_sample,Simulated from official Israeli insurance calculator logic,false,2026-07-08T00:00:00.000Z
car-female-40-05,car,Shlomo Insurance,female,40,,third_party_mandatory,,99000,2021,small_crossover,,,Jerusalem,third_party_liability;windshield_cover,255,3060,1350,third party mandatory for a 2021 small crossover,71,synthetic_calculator_sample,Simulated from official Israeli insurance calculator logic,false,2026-07-08T00:00:00.000Z
car-male-55-01,car,Ayalon,male,55,,mandatory_only,,42000,2017,compact_used,,,Tel Aviv,,155,1860,,mandatory only for a 2017 compact used,71,synthetic_calculator_sample,Simulated from official Israeli insurance calculator logic,false,2026-07-08T00:00:00.000Z
car-male-55-02,car,Harel,male,55,,third_party_mandatory,,76000,2019,family_sedan,,,Tel Aviv,third_party_liability,347,4164,1150,third party mandatory for a 2019 family sedan,76,synthetic_calculator_sample,Simulated from official Israeli insurance calculator logic,false,2026-07-08T00:00:00.000Z
car-male-55-03,car,Phoenix,male,55,,comprehensive_mandatory,,128000,2022,family_sedan,,,Tel Aviv,roadside_assistance;replacement_car,821,9852,1450,comprehensive mandatory for a 2022 family sedan,80,synthetic_calculator_sample,Simulated from official Israeli insurance calculator logic,false,2026-07-08T00:00:00.000Z
car-male-55-04,car,Libra,male,55,,comprehensive_mandatory,,190000,2024,electric_suv,,,Tel Aviv,roadside_assistance;replacement_car;windshield_cover,766,9192,2000,comprehensive mandatory for a 2024 electric suv,77,synthetic_calculator_sample,Simulated from official Israeli insurance calculator logic,false,2026-07-08T00:00:00.000Z
car-male-55-05,car,Direct Insurance,male,55,,third_party_mandatory,,99000,2021,small_crossover,,,Tel Aviv,third_party_liability;windshield_cover,300,3600,1300,third party mandatory for a 2021 small crossover,73,synthetic_calculator_sample,Simulated from official Israeli insurance calculator logic,false,2026-07-08T00:00:00.000Z
car-female-55-01,car,Clal,female,55,,mandatory_only,,42000,2017,compact_used,,,Haifa,,160,1920,,mandatory only for a 2017 compact used,72,synthetic_calculator_sample,Simulated from official Israeli insurance calculator logic,false,2026-07-08T00:00:00.000Z
car-female-55-02,car,Migdal,female,55,,third_party_mandatory,,76000,2019,family_sedan,,,Haifa,third_party_liability,330,3960,1200,third party mandatory for a 2019 family sedan,75,synthetic_calculator_sample,Simulated from official Israeli insurance calculator logic,false,2026-07-08T00:00:00.000Z
car-female-55-03,car,Menora Mivtachim,female,55,,comprehensive_mandatory,,128000,2022,family_sedan,,,Haifa,roadside_assistance;replacement_car,775,9300,1600,comprehensive mandatory for a 2022 family sedan,77,synthetic_calculator_sample,Simulated from official Israeli insurance calculator logic,false,2026-07-08T00:00:00.000Z
car-female-55-04,car,WeSure,female,55,,comprehensive_mandatory,,190000,2024,electric_suv,,,Haifa,roadside_assistance;replacement_car;windshield_cover,791,9492,2000,comprehensive mandatory for a 2024 electric suv,77,synthetic_calculator_sample,Simulated from official Israeli insurance calculator logic,false,2026-07-08T00:00:00.000Z
car-female-55-05,car,Shlomo Insurance,female,55,,third_party_mandatory,,99000,2021,small_crossover,,,Haifa,third_party_liability;windshield_cover,293,3516,1350,third party mandatory for a 2021 small crossover,71,synthetic_calculator_sample,Simulated from official Israeli insurance calculator logic,false,2026-07-08T00:00:00.000Z
car-male-70-01,car,Harel,male,70,,mandatory_only,,42000,2017,compact_used,,,Jerusalem,,193,2316,,mandatory only for a 2017 compact used,75,synthetic_calculator_sample,Simulated from official Israeli insurance calculator logic,false,2026-07-08T00:00:00.000Z
car-male-70-02,car,Phoenix,male,70,,third_party_mandatory,,76000,2019,family_sedan,,,Jerusalem,third_party_liability,401,4812,1100,third party mandatory for a 2019 family sedan,76,synthetic_calculator_sample,Simulated from official Israeli insurance calculator logic,false,2026-07-08T00:00:00.000Z
car-male-70-03,car,Migdal,male,70,,comprehensive_mandatory,,128000,2022,family_sedan,,,Jerusalem,roadside_assistance;replacement_car,837,10044,1600,comprehensive mandatory for a 2022 family sedan,78,synthetic_calculator_sample,Simulated from official Israeli insurance calculator logic,false,2026-07-08T00:00:00.000Z
car-male-70-04,car,Clal,male,70,,comprehensive_mandatory,,190000,2024,electric_suv,,,Jerusalem,roadside_assistance;replacement_car;windshield_cover,899,10788,1950,comprehensive mandatory for a 2024 electric suv,77,synthetic_calculator_sample,Simulated from official Israeli insurance calculator logic,false,2026-07-08T00:00:00.000Z
car-male-70-05,car,Ayalon,male,70,,third_party_mandatory,,99000,2021,small_crossover,,,Jerusalem,third_party_liability;windshield_cover,345,4140,1250,third party mandatory for a 2021 small crossover,74,synthetic_calculator_sample,Simulated from official Israeli insurance calculator logic,false,2026-07-08T00:00:00.000Z
car-female-70-01,car,Menora Mivtachim,female,70,,mandatory_only,,42000,2017,compact_used,,,Tel Aviv,,189,2268,,mandatory only for a 2017 compact used,73,synthetic_calculator_sample,Simulated from official Israeli insurance calculator logic,false,2026-07-08T00:00:00.000Z
car-female-70-02,car,Libra,female,70,,third_party_mandatory,,76000,2019,family_sedan,,,Tel Aviv,third_party_liability,338,4056,1350,third party mandatory for a 2019 family sedan,73,synthetic_calculator_sample,Simulated from official Israeli insurance calculator logic,false,2026-07-08T00:00:00.000Z
car-female-70-03,car,Direct Insurance,female,70,,comprehensive_mandatory,,128000,2022,family_sedan,,,Tel Aviv,roadside_assistance;replacement_car,761,9132,1900,comprehensive mandatory for a 2022 family sedan,74,synthetic_calculator_sample,Simulated from official Israeli insurance calculator logic,false,2026-07-08T00:00:00.000Z
car-female-70-04,car,WeSure,female,70,,comprehensive_mandatory,,190000,2024,electric_suv,,,Tel Aviv,roadside_assistance;replacement_car;windshield_cover,880,10560,2000,comprehensive mandatory for a 2024 electric suv,77,synthetic_calculator_sample,Simulated from official Israeli insurance calculator logic,false,2026-07-08T00:00:00.000Z
car-female-70-05,car,Shlomo Insurance,female,70,,third_party_mandatory,,99000,2021,small_crossover,,,Tel Aviv,third_party_liability;windshield_cover,327,3924,1350,third party mandatory for a 2021 small crossover,71,synthetic_calculator_sample,Simulated from official Israeli insurance calculator logic,false,2026-07-08T00:00:00.000Z
